Genetic Algorithm

Error results
---------------------------
638.547, 59.7044120843295%
870.127, 41.57791784394696%
921.990, 57.943925233644855%
776.004, 42.86024777222343%
737.277, 42.09954357748315%
601.033, 51.314931536622474%
716.253, 59.313192784177346%
579.934, 55.748750271680066%
715.802, 58.09606607259291%
641.847, 57.66137796131275%
739.045, 55.44446859378396%
622.087, 54.57509237122365%
666.079, 57.139752227776576%
709.018, 39.94783742664638%
588.230, 47.85916105194523%
995.790, 43.381873505759614%
622.495, 52.05390132579873%
788.293, 40.31732232123451%
601.879, 51.07585307541839%
649.139, 59.68267767876549%
640.570, 62.44294718539448%
816.793, 45.40317322321235%
581.218, 57.59617474462073%
788.679, 60.16083460117366%
619.209, 59.76961530102152%
847.161, 56.29211041078026%
727.220, 60.20430341230168%
1042.365, 43.77309280591176%
611.351, 57.096283416648554%
1139.686, 39.42621169311019%
691.119, 46.359487068028685%
791.766, 42.382090849815256%
966.476, 40.339056726798525%
588.837, 43.816561617039774%
566.966, 56.161703977396215%
864.011, 41.360573788306894%
591.559, 58.987176700717235%
537.732, 61.53010215170616%
562.824, 55.140186915887845%
617.437, 59.11758313410128%
855.944, 60.269506628993696%
1160.159, 42.05607476635514%
581.775, 59.53053683981743%
572.390, 60.29124103455771%
772.380, 43.53401434470767%
808.144, 38.92632036513801%
583.848, 55.79221908280808%
642.542, 58.465550967181045%
665.408, 58.42208215605304%
785.685, 57.98739404477288%
593.069, 60.05216257335362%
836.051, 58.400347750489026%
593.192, 51.684416431210614%
564.374, 55.87915670506411%
660.317, 46.316018256900676%
681.312, 56.11823516626821%
893.656, 42.57770049989133%
618.113, 52.81460552053902%
635.375, 44.81634427298413%
618.824, 60.46511627906976%
818.478, 41.512714627254944%
532.180, 61.83438382960226%
564.854, 58.79156705064117%
747.127, 43.51227993914367%
686.504, 59.79134970658553%
941.882, 42.42555966094327%
588.758, 54.33601391001957%
531.556, 62.551619213214515%
606.621, 60.03042816778961%
560.711, 52.771136709410996%
612.464, 60.13910019560965%
669.187, 57.096283416648554%
618.077, 59.90002173440556%
563.174, 62.70376005216257%
998.595, 40.81721364920669%
645.958, 60.07389697891763%
588.173, 60.182569006737666%
535.778, 60.03042816778961%
643.430, 60.57378830688981%
583.974, 50.48902412519018%
543.222, 59.13931753966529%
614.818, 59.834818517713536%
600.167, 46.51162790697674%
653.600, 49.011084546837644%
546.579, 65.07281025863942%
651.399, 58.50901977830907%
753.515, 43.903499239295805%
672.354, 60.20430341230168%
570.756, 60.247772223429685%
548.208, 62.247337535318415%
521.816, 66.61595305368398%
582.659, 55.18365572701587%
576.499, 53.031949576179095%
537.323, 62.616822429906534%
511.585, 64.76852858074331%
542.752, 60.42164746794175%
578.118, 54.55335796565964%
560.223, 59.37839600086937%
575.385, 50.271680069550094%
574.747, 60.07389697891763%
533.875, 59.26972397304934%
638.290, 50.40208650293414%
507.568, 67.39839165398827%
518.886, 62.76896326885459%
581.194, 60.35644425124973%
610.664, 46.62029993479678%
714.845, 58.87850467289719%
561.837, 59.96522495109758%
624.995, 46.359487068028685%
641.920, 47.96783307976527%
569.887, 49.40230384698979%
564.716, 61.095414040426%
747.015, 46.468159095848726%
816.776, 44.35992175613997%
678.052, 61.703977396218214%
539.750, 60.09563138448163%
501.284, 64.7250597696153%
578.050, 50.05433601391002%
523.626, 64.98587263638339%
694.643, 60.33470984568572%
525.455, 61.33449250163008%
525.244, 62.85590089111063%
697.059, 60.269506628993696%
598.882, 59.66094327320148%
533.921, 60.791132362529886%
756.300, 60.03042816778961%
597.563, 47.66355140186916%
563.857, 48.424255596609434%
630.681, 46.05520539013258%
555.515, 53.118887198435125%
522.485, 59.66094327320148%
749.501, 45.49011084546838%
518.308, 62.812432079982614%
570.634, 58.487285372745056%
834.985, 44.88154748967615%
803.903, 44.96848511193219%
604.403, 60.33470984568572%
732.664, 46.27254944577266%
609.625, 46.359487068028685%
518.934, 60.48685068463377%
548.900, 59.508802434253425%
807.899, 45.53357965659639%
596.559, 48.772006085633556%
547.952, 60.61725711801782%
609.753, 51.90176048685069%
535.765, 52.87980873723104%
548.374, 55.422734188219955%
586.018, 59.68267767876549%
528.807, 61.9430558574223%
586.812, 60.378178656813745%
549.685, 60.53031949576179%
500.452, 64.59465333623126%
536.947, 55.8574222995001%
530.029, 60.53031949576179%
660.324, 48.18517713540535%
566.172, 60.48685068463377%
634.394, 47.18539447946098%
570.636, 60.22603781786569%
511.112, 62.85590089111063%
525.977, 64.76852858074331%
612.070, 60.48685068463377%
565.040, 59.98695935666159%
881.183, 44.81634427298413%
600.190, 44.55553140621604%
544.940, 60.5520539013258%
686.695, 45.31623560095631%
609.837, 60.59552271245382%
540.212, 58.50901977830907%
637.178, 60.53031949576179%
511.514, 60.791132362529886%
620.120, 60.46511627906976%
583.946, 60.48685068463377%
536.865, 60.61725711801782%
525.225, 60.22603781786569%
595.428, 47.7722234296892%
536.250, 60.94327320147794%
537.951, 59.33492718974136%
550.188, 53.94479460986742%
544.886, 60.42164746794175%
544.483, 60.704194740273856%
516.675, 64.20343403607912%
518.165, 60.53031949576179%
513.795, 63.399261030210816%
589.033, 60.42164746794175%
694.931, 48.29384916322538%
542.243, 53.37970006520322%
539.352, 54.357748315583564%
517.109, 62.26907194088241%
556.804, 53.83612258204739%
554.994, 60.48685068463377%
649.544, 48.22864594653336%
517.380, 61.07367963486199%
540.835, 60.443381873505764%
623.509, 60.57378830688981%
523.199, 63.16018256900674%
595.989, 60.35644425124973%
559.214, 50.77157139752227%
526.105, 62.63855683547055%
669.666, 60.39991306237774%
507.172, 63.55140186915887%
533.675, 55.87915670506411%
530.405, 58.87850467289719%
547.503, 60.33470984568572%
531.611, 60.5520539013258%
521.185, 63.051510541186694%
522.998, 62.747228863290594%
536.755, 59.98695935666159%
