Randomized Hill Climbing

Error results
---------------------------
752.374, 40.66507281025864%
752.475, 40.66507281025864%
752.397, 40.66507281025864%
752.374, 40.66507281025864%
752.374, 40.66507281025864%
752.329, 40.66507281025864%
752.341, 40.66507281025864%
752.335, 40.66507281025864%
752.026, 40.66507281025864%
752.028, 40.66507281025864%
752.030, 40.66507281025864%
752.019, 40.66507281025864%
752.273, 40.66507281025864%
752.019, 40.66507281025864%
752.018, 40.66507281025864%
752.055, 40.68680721582265%
752.013, 40.66507281025864%
752.013, 40.66507281025864%
752.341, 40.66507281025864%
752.021, 40.66507281025864%
751.444, 40.752010432514666%
751.447, 40.752010432514666%
751.484, 40.77374483807868%
751.497, 40.752010432514666%
751.447, 40.752010432514666%
751.458, 40.752010432514666%
751.444, 40.752010432514666%
751.209, 40.752010432514666%
751.210, 40.752010432514666%
751.209, 40.752010432514666%
751.970, 40.70854162138666%
751.209, 40.752010432514666%
752.702, 40.70854162138666%
751.209, 40.752010432514666%
751.209, 40.752010432514666%
751.246, 40.752010432514666%
751.209, 40.752010432514666%
751.208, 40.752010432514666%
751.170, 40.752010432514666%
751.170, 40.752010432514666%
751.181, 40.752010432514666%
750.949, 40.752010432514666%
750.943, 40.752010432514666%
750.815, 40.752010432514666%
750.815, 40.752010432514666%
750.815, 40.752010432514666%
750.901, 40.752010432514666%
748.211, 40.77374483807868%
748.154, 40.77374483807868%
748.142, 40.77374483807868%
748.142, 40.77374483807868%
748.069, 40.77374483807868%
747.781, 40.77374483807868%
747.781, 40.77374483807868%
747.440, 40.77374483807868%
747.439, 40.77374483807868%
747.440, 40.77374483807868%
747.336, 40.77374483807868%
747.268, 40.77374483807868%
747.268, 40.77374483807868%
747.262, 40.77374483807868%
747.262, 40.77374483807868%
747.258, 40.77374483807868%
747.258, 40.77374483807868%
747.258, 40.77374483807868%
744.880, 40.79547924364269%
744.861, 40.79547924364269%
744.819, 40.79547924364269%
741.977, 40.838948054770704%
741.977, 40.838948054770704%
742.036, 40.838948054770704%
741.972, 40.838948054770704%
741.973, 40.838948054770704%
741.972, 40.838948054770704%
744.139, 40.70854162138666%
741.972, 40.838948054770704%
741.973, 40.838948054770704%
741.971, 40.838948054770704%
741.968, 40.838948054770704%
741.952, 40.838948054770704%
741.937, 40.838948054770704%
741.937, 40.838948054770704%
741.912, 40.838948054770704%
741.912, 40.838948054770704%
741.912, 40.838948054770704%
741.912, 40.838948054770704%
741.905, 40.838948054770704%
741.874, 40.838948054770704%
741.961, 40.838948054770704%
741.874, 40.838948054770704%
741.873, 40.838948054770704%
741.743, 40.838948054770704%
