Simulated Annealing

Error results
---------------------------
1090.897, 40.078243860030426%
1090.897, 40.078243860030426%
1090.989, 40.078243860030426%
1090.988, 40.078243860030426%
1090.988, 40.078243860030426%
1090.366, 40.078243860030426%
1090.348, 40.078243860030426%
1089.898, 40.14344707672245%
1089.898, 40.14344707672245%
1089.897, 40.14344707672245%
1089.928, 40.14344707672245%
1089.929, 40.14344707672245%
1090.013, 40.12171267115844%
1090.142, 40.12171267115844%
1090.141, 40.12171267115844%
1090.141, 40.12171267115844%
1090.198, 40.12171267115844%
1090.236, 40.12171267115844%
1090.285, 40.12171267115844%
1090.742, 40.12171267115844%
1090.742, 40.12171267115844%
1090.724, 40.12171267115844%
1090.723, 40.12171267115844%
1090.730, 40.12171267115844%
1090.730, 40.12171267115844%
1090.730, 40.12171267115844%
1090.732, 40.12171267115844%
1089.910, 40.12171267115844%
1089.922, 40.12171267115844%
1090.475, 40.12171267115844%
1090.476, 40.12171267115844%
1088.499, 40.165181482286464%
1090.072, 40.165181482286464%
1090.028, 40.165181482286464%
1090.029, 40.165181482286464%
1090.029, 40.165181482286464%
1090.030, 40.165181482286464%
1090.587, 40.165181482286464%
1090.563, 40.165181482286464%
1090.525, 40.18691588785047%
1090.532, 40.18691588785047%
1091.205, 40.18691588785047%
1091.205, 40.18691588785047%
1091.209, 40.18691588785047%
1091.220, 40.18691588785047%
1091.241, 40.18691588785047%
1091.241, 40.18691588785047%
1092.895, 40.18691588785047%
1092.895, 40.18691588785047%
1092.895, 40.18691588785047%
1093.177, 40.18691588785047%
1091.509, 40.339056726798525%
1091.499, 40.339056726798525%
1091.500, 40.339056726798525%
1091.499, 40.339056726798525%
1091.499, 40.339056726798525%
1043.159, 40.77374483807868%
1042.303, 40.77374483807868%
1045.257, 40.73027602695066%
1045.257, 40.73027602695066%
1045.257, 40.73027602695066%
1045.288, 40.752010432514666%
1045.474, 40.73027602695066%
1045.464, 40.73027602695066%
1045.467, 40.73027602695066%
1045.501, 40.73027602695066%
1045.503, 40.73027602695066%
1045.537, 40.73027602695066%
1045.537, 40.73027602695066%
1045.672, 40.70854162138666%
1045.672, 40.70854162138666%
1045.790, 40.70854162138666%
1045.880, 40.70854162138666%
1045.880, 40.70854162138666%
1045.844, 40.70854162138666%
1046.495, 40.68680721582265%
1046.459, 40.68680721582265%
1046.464, 40.68680721582265%
1046.437, 40.68680721582265%
1046.269, 40.68680721582265%
1046.270, 40.68680721582265%
1046.270, 40.68680721582265%
1049.342, 40.599869593566616%
1049.247, 40.599869593566616%
1049.348, 40.599869593566616%
1049.330, 40.599869593566616%
1049.397, 40.599869593566616%
1048.773, 40.599869593566616%
1049.106, 40.599869593566616%
1049.117, 40.599869593566616%
1049.117, 40.599869593566616%
1049.039, 40.599869593566616%
1049.031, 40.599869593566616%
1049.031, 40.599869593566616%
1049.036, 40.599869593566616%
1048.379, 40.599869593566616%
1048.379, 40.599869593566616%
1048.379, 40.599869593566616%
1048.480, 40.599869593566616%
1048.457, 40.599869593566616%
1049.344, 40.599869593566616%
1049.344, 40.599869593566616%
1049.589, 40.599869593566616%
1050.471, 40.5346663768746%
1049.529, 40.5564007824386%
1049.710, 40.5564007824386%
1049.710, 40.5564007824386%
1049.710, 40.5564007824386%
1049.710, 40.5564007824386%
1049.850, 40.5564007824386%
1049.850, 40.5564007824386%
1050.597, 40.46946316018257%
1050.597, 40.46946316018257%
1051.137, 40.339056726798525%
1051.136, 40.339056726798525%
1051.136, 40.339056726798525%
1051.132, 40.339056726798525%
1050.894, 40.36079113236253%
1050.894, 40.36079113236253%
1050.896, 40.36079113236253%
1050.896, 40.36079113236253%
1050.914, 40.36079113236253%
1050.522, 40.38252553792654%
1050.404, 40.38252553792654%
1050.404, 40.38252553792654%
1050.408, 40.38252553792654%
1050.408, 40.38252553792654%
1050.408, 40.38252553792654%
1050.394, 40.38252553792654%
1050.394, 40.38252553792654%
1051.308, 40.38252553792654%
1051.308, 40.38252553792654%
1051.308, 40.38252553792654%
1051.236, 40.38252553792654%
1051.235, 40.38252553792654%
1051.256, 40.36079113236253%
